t,state,control_mode,reason,target_track_id,visible,reacquired,quality,lat_ms,frames_since_seen,num_tracks,best_total,best_iou,best_distance,best_scale,best_confidence,best_track_id
6.140244707,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.054796,0,1,nan,nan,nan,nan,nan,
6.223927972,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.065463,0,1,nan,nan,nan,nan,nan,
6.30851469,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.047334,0,1,nan,nan,nan,nan,nan,
6.717179061,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.050463,0,1,nan,nan,nan,nan,nan,
6.735865853,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.069852,0,1,nan,nan,nan,nan,nan,
6.943238584,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.046056,0,1,nan,nan,nan,nan,nan,
7.098904809,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.040222,0,1,nan,nan,nan,nan,nan,
7.190937721,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.039519,0,1,nan,nan,nan,nan,nan,
7.372575357,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.034501,0,1,nan,nan,nan,nan,nan,
7.530140414,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.039741,0,1,nan,nan,nan,nan,nan,
7.735875575,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.038704,0,1,nan,nan,nan,nan,nan,
8.233032938,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.107297,0,1,nan,nan,nan,nan,nan,
8.356141973,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.034926,0,1,nan,nan,nan,nan,nan,
8.422683126,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.034445,0,1,nan,nan,nan,nan,nan,
8.913502045,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.037278,0,1,nan,nan,nan,nan,nan,
9.014100847,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.052056,0,1,nan,nan,nan,nan,nan,
9.034287337,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.035222,0,1,nan,nan,nan,nan,nan,
9.232306338,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.059871,0,1,nan,nan,nan,nan,nan,
9.281457155,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.037389,0,1,nan,nan,nan,nan,nan,
9.353435059,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.035352,0,1,nan,nan,nan,nan,nan,
9.954308437,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.040648,0,1,nan,nan,nan,nan,nan,
10.340518632,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.046833,0,1,nan,nan,nan,nan,nan,
10.442114405,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.036075,0,1,nan,nan,nan,nan,nan,
10.487332446,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.039019,0,1,nan,nan,nan,nan,nan,
10.531032308,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.054667,0,1,nan,nan,nan,nan,nan,
10.577646881,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.0355,0,1,nan,nan,nan,nan,nan,
10.650581312,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.043593,0,1,nan,nan,nan,nan,nan,
10.698699712,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.072963,0,1,nan,nan,nan,nan,nan,
10.775446658,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.060186,0,1,nan,nan,nan,nan,nan,
10.806057869,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.036389,0,1,nan,nan,nan,nan,nan,
10.959530334,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.042815,0,1,nan,nan,nan,nan,nan,
10.997149976,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.046649,0,1,nan,nan,nan,nan,nan,
11.026281304,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.069853,0,1,nan,nan,nan,nan,nan,
11.061637593,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.071408,0,1,nan,nan,nan,nan,nan,
11.165924001,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.046056,0,1,nan,nan,nan,nan,nan,
11.265844537,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.10139,0,1,nan,nan,nan,nan,nan,
11.641392435,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.039075,0,1,nan,nan,nan,nan,nan,
11.743393953,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.046315,0,1,nan,nan,nan,nan,nan,
11.883774823,NO_TARGET,NO_CONTROL,no_operator_selected_target,,False,False,0.0,0.035574,0,1,nan,nan,nan,nan,nan,
