bag_name,start_s,end_s,target_label,target_visible,correct_target_track_id,distractor_track_ids,event_type,notes
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,0.000,34.693,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,34.693,35.539,CORRECT_TARGET,true,1,,occlusion_ambiguity,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,35.539,36.911,CORRECT_TARGET,true,21,,id_switch_fragmentation,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,36.911,40.565,CORRECT_TARGET,true,21,,occlusion_ambiguity,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,40.565,49.019,CORRECT_TARGET,true,26,,id_switch_fragmentation,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,49.019,53.731,CORRECT_TARGET,false,,,target_absent,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,53.731,53.792,CORRECT_TARGET,true,31,,reentry,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,53.792,56.439,CORRECT_TARGET,true,32,,id_switch_fragmentation,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,56.439,58.959,CORRECT_TARGET,true,35,,id_switch_fragmentation,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,58.959,62.241,CORRECT_TARGET,false,,,target_absent,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,62.241,64.816,CORRECT_TARGET,true,36,,reentry,created in TIM clean UI
2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,64.816,65.809,CORRECT_TARGET,false,,,target_absent,created in TIM clean UI
