t,id,cx,cy,w,h,score,quality,valid
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.1655374,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.256530687,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.38925439,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.579960852,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.637018559,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.886431719,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.952915201,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.028477958,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.052394527,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.10421851,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.156084437,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.191201731,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.281788169,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.35985991,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.394675261,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.459408383,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.491439752,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.558445731,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.60188223,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.643029133,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.689995536,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.714205789,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.75543171,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.862161676,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.946670654,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.033788283,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.205274187,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.239437432,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.357051328,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.384537282,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.477974648,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.571043498,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.627957042,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.723689615,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.883508521,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.991106039,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.157739144,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.343606311,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.445497013,0,0.0,0.0,0.0,0.0,0.0,0.0,False
