t,id,cx,cy,w,h,score,quality,valid
0.399249505,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.555360022,0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.733678614,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.076232632,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.127095158,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.175527494,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.234946858,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.318005033,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.3593246,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.466615869,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.576351939,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.607304688,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.634915906,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.664989481,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.717897507,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.75757467,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.793389723,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.836767679,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.888579714,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.939299997,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.018522896,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.063233754,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.150347707,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.182572504,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.227382993,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.27606448,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.313523955,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.395894476,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.422405054,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.558908482,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.606395199,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.680149936,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.70653968,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.735047758,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.807023275,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.908959532,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.117094788,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.149119399,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.223052675,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.342035071,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.512045697,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.641637469,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.677040833,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.825240813,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.843104886,0,0.0,0.0,0.0,0.0,0.0,0.0,False
3.976617268,0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.152336465,0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.298836134,0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.348356036,0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.515058872,0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.741333759,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.000890935,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.101708885,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.258206794,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.330405664,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.458447033,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.571912062,0,0.0,0.0,0.0,0.0,0.0,0.0,False
5.695249461,0,0.0,0.0,0.0,0.0,0.0,0.0,False
