t,id,cx,cy,w,h,score,quality,valid
6.749835185,0,0.0,0.0,0.0,0.0,0.0,0.0,False
6.813888888,0,0.0,0.0,0.0,0.0,0.0,0.0,False
6.873962905,0,0.0,0.0,0.0,0.0,0.0,0.0,False
6.940947172,0,0.0,0.0,0.0,0.0,0.0,0.0,False
6.984605761,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.037369008,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.063902141,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.126834278,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.263887433,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.289939396,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.535053716,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.604525413,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.635758553,0,0.0,0.0,0.0,0.0,0.0,0.0,False
7.763867774,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.377125086,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.499381993,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.622058478,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.665361378,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.686848762,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.769343802,0,0.0,0.0,0.0,0.0,0.0,0.0,False
8.956042489,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.008929237,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.035952616,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.073925318,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.127590981,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.13688177,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.227833869,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.267119862,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.343254361,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.371083878,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.40127699,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.44806057,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.501987216,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.576842389,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.624842258,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.666707774,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.710527642,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.722641698,0,0.0,0.0,0.0,0.0,0.0,0.0,False
9.761592225,0,0.0,0.0,0.0,0.0,0.0,0.0,False
