bag_name,start_s,end_s,target_label,target_visible,correct_target_track_id,distractor_track_ids,event_type,notes
final_may_hard_reentry_selected_id,0.000,24.770,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,24.770,25.470,CORRECT_TARGET,true,1,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,25.470,29.370,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,29.370,30.180,CORRECT_TARGET,true,1,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,30.180,33.930,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,33.930,36.270,CORRECT_TARGET,true,1,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,36.270,40.030,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,40.030,41.500,CORRECT_TARGET,true,1,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,41.500,49.999,CORRECT_TARGET,true,1,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,49.999,50.233,CORRECT_TARGET,true,1,,occlusion_ambiguity,visual review 2026-07-27 confirms selected target remains ID 1 until the tracker handover at 50.233 s
final_may_hard_reentry_selected_id,50.233,51.230,CORRECT_TARGET,true,41,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,51.230,55.070,CORRECT_TARGET,true,41,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,55.070,56.030,CORRECT_TARGET,true,41,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,56.030,58.160,CORRECT_TARGET,true,41,,clean_visible,created in TIM clean UI
final_may_hard_reentry_selected_id,58.160,58.930,CORRECT_TARGET,true,41,,occlusion_ambiguity,created in TIM clean UI
final_may_hard_reentry_selected_id,58.930,67.700,CORRECT_TARGET,true,41,,clean_visible,created in TIM clean UI
